1254.3,1.9324e-10,1.2259e+05,1.2385e+05
4103.4,1238,75288,80630
4240.8,1302,77676,83218
4232.4,1307,78319,83858
1254.3,2624.5,78421,82300
1254.3,2372.9,82631,86259
1254.3,2307.7,83825,87387
1254.3,2288.1,84247,87789
1254.3,2505.8,80521,84281
1254.3,2307.7,83825,87387
1254.3,2258.7,84681,88194
1254.3,2241.6,85051,88547
1254.3,2477,81099,84830
1254.3,2288.1,84247,87789
1254.3,2241.6,85051,88547
1254.3,2229.5,85298,88782
1254.3,788.23,80374,82417
1254.3,667.87,89118,91040
1254.3,635.66,91454,93344
1254.3,628,92029,93912
1254.3,455.49,1.0496e+05,1.0667e+05
1254.3,455.49,1.0496e+05,1.0667e+05
1254.3,455.02,1.0499e+05,1.067e+05
1254.3,453.88,1.0508e+05,1.0679e+05
1254.3,454.55,1.0503e+05,1.0673e+05
1254.3,454.55,1.0503e+05,1.0673e+05
1254.3,454.46,1.0503e+05,1.0674e+05
1254.3,453.57,1.0511e+05,1.0681e+05
1254.3,453.89,1.0508e+05,1.0679e+05
1254.3,453.89,1.0508e+05,1.0679e+05
1254.3,453.82,1.0509e+05,1.0679e+05
1254.3,453.41,1.0512e+05,1.0683e+05
1254.3,737.39,84060,86052
1254.3,635.68,91453,93343
1254.3,611.41,93240,95106
1254.3,605.04,93725,95585
1254.3,455.59,1.0494e+05,1.0665e+05
1254.3,455.59,1.0494e+05,1.0665e+05
1254.3,455.51,1.0495e+05,1.0666e+05
1254.3,454.38,1.0504e+05,1.0675e+05
1254.3,455.1,1.0498e+05,1.0669e+05
1254.3,455.09,1.0498e+05,1.0669e+05
1254.3,455.04,1.0498e+05,1.0669e+05
1254.3,454.14,1.0506e+05,1.0677e+05
1254.3,454.65,1.0502e+05,1.0673e+05
1254.3,454.65,1.0502e+05,1.0673e+05
1254.3,454.59,1.0502e+05,1.0673e+05
1254.3,454.15,1.0506e+05,1.0677e+05
1254.3,726.3,84884,86864
1254.3,628.02,92028,93911
1254.3,605.04,93725,95584
1254.3,600.1,94097,95952
1254.3,454.38,1.0504e+05,1.0675e+05
1254.3,454.37,1.0504e+05,1.0675e+05
1254.3,454.32,1.0504e+05,1.0675e+05
1254.3,453.9,1.0508e+05,1.0679e+05
1254.3,454.07,1.0506e+05,1.0677e+05
1254.3,454.07,1.0506e+05,1.0677e+05
1254.3,454.03,1.0507e+05,1.0678e+05
1254.3,453.69,1.051e+05,1.068e+05
1254.3,453.95,1.0507e+05,1.0678e+05
1254.3,453.95,1.0507e+05,1.0678e+05
1254.3,453.9,1.0508e+05,1.0679e+05
1254.3,453.66,1.051e+05,1.0681e+05
1254.3,455.44,1.0496e+05,1.0667e+05
1254.3,455.59,1.0495e+05,1.0666e+05
1254.3,456.81,1.0484e+05,1.0655e+05
1254.3,455.56,1.0494e+05,1.0665e+05
1254.3,453.73,1.051e+05,1.068e+05
1254.3,453.73,1.051e+05,1.068e+05
1254.3,453.51,1.0511e+05,1.0682e+05
1254.3,452.66,1.0518e+05,1.0689e+05
1254.3,453.26,1.0513e+05,1.0684e+05
1254.3,453.26,1.0513e+05,1.0684e+05
1254.3,453.23,1.0513e+05,1.0684e+05
1254.3,452.55,1.0519e+05,1.069e+05
1254.3,452.72,1.0518e+05,1.0688e+05
1254.3,452.72,1.0518e+05,1.0688e+05
1254.3,452.7,1.0518e+05,1.0688e+05
1254.3,452.44,1.052e+05,1.0691e+05
1254.3,455.43,1.0496e+05,1.0667e+05
1254.3,455.59,1.0495e+05,1.0666e+05
1254.3,456.79,1.0484e+05,1.0655e+05
1254.3,455.55,1.0494e+05,1.0665e+05
1254.3,453.73,1.051e+05,1.068e+05
1254.3,453.73,1.051e+05,1.068e+05
1254.3,453.5,1.0511e+05,1.0682e+05
1254.3,452.65,1.0518e+05,1.0689e+05
1254.3,453.26,1.0513e+05,1.0684e+05
1254.3,453.26,1.0513e+05,1.0684e+05
1254.3,453.23,1.0513e+05,1.0684e+05
1254.3,452.55,1.0519e+05,1.069e+05
1254.3,452.72,1.0518e+05,1.0688e+05
1254.3,452.72,1.0518e+05,1.0688e+05
1254.3,452.69,1.0518e+05,1.0688e+05
1254.3,452.43,1.052e+05,1.0691e+05
1254.3,454.96,1.0499e+05,1.067e+05
1254.3,455.12,1.0498e+05,1.0669e+05
1254.3,456.7,1.0485e+05,1.0656e+05
1254.3,455.49,1.0495e+05,1.0666e+05
1254.3,453.5,1.0511e+05,1.0682e+05
1254.3,453.5,1.0511e+05,1.0682e+05
1254.3,453.47,1.0511e+05,1.0682e+05
1254.3,452.63,1.0518e+05,1.0689e+05
1254.3,453.23,1.0513e+05,1.0684e+05
1254.3,453.23,1.0513e+05,1.0684e+05
1254.3,453.2,1.0514e+05,1.0684e+05
1254.3,452.53,1.0519e+05,1.069e+05
1254.3,452.7,1.0518e+05,1.0688e+05
1254.3,452.69,1.0518e+05,1.0688e+05
1254.3,452.67,1.0518e+05,1.0689e+05
1254.3,452.41,1.052e+05,1.0691e+05
1254.3,453.82,1.0509e+05,1.0679e+05
1254.3,453.98,1.0507e+05,1.0678e+05
1254.3,455.54,1.0494e+05,1.0665e+05
1254.3,455.04,1.0498e+05,1.0669e+05
1254.3,452.65,1.0518e+05,1.0689e+05
1254.3,452.65,1.0518e+05,1.0689e+05
1254.3,452.63,1.0518e+05,1.0689e+05
1254.3,452.37,1.052e+05,1.0691e+05
1254.3,452.55,1.0519e+05,1.069e+05
1254.3,452.55,1.0519e+05,1.069e+05
1254.3,452.53,1.0519e+05,1.069e+05
1254.3,452.32,1.0521e+05,1.0691e+05
1254.3,452.44,1.052e+05,1.0691e+05
1254.3,452.43,1.052e+05,1.0691e+05
1254.3,452.41,1.052e+05,1.0691e+05
1254.3,452.28,1.0521e+05,1.0692e+05
1254.3,454.5,1.0503e+05,1.0674e+05
1254.3,454.64,1.0502e+05,1.0673e+05
1254.3,456.38,1.0487e+05,1.0659e+05
1254.3,455.26,1.0497e+05,1.0668e+05
1254.3,453.26,1.0513e+05,1.0684e+05
1254.3,453.26,1.0513e+05,1.0684e+05
1254.3,453.23,1.0513e+05,1.0684e+05
1254.3,452.55,1.0519e+05,1.069e+05
1254.3,453.05,1.0515e+05,1.0686e+05
1254.3,453.05,1.0515e+05,1.0686e+05
1254.3,453.03,1.0515e+05,1.0686e+05
1254.3,452.48,1.052e+05,1.069e+05
1254.3,452.62,1.0518e+05,1.0689e+05
1254.3,452.62,1.0518e+05,1.0689e+05
1254.3,452.6,1.0519e+05,1.0689e+05
1254.3,452.39,1.052e+05,1.0691e+05
1254.3,454.5,1.0503e+05,1.0674e+05
1254.3,454.64,1.0502e+05,1.0673e+05
1254.3,456.37,1.0488e+05,1.0659e+05
1254.3,455.26,1.0497e+05,1.0668e+05
1254.3,453.26,1.0513e+05,1.0684e+05
1254.3,453.26,1.0513e+05,1.0684e+05
1254.3,453.23,1.0513e+05,1.0684e+05
1254.3,452.55,1.0519e+05,1.069e+05
1254.3,453.05,1.0515e+05,1.0686e+05
