1,3,0,1,2,1000,1.0678e+05
1,3,0,2,2,1000,1.0665e+05
1,3,0,3,2,1000,1.0669e+05
1,3,1,0,2,1000,1.0689e+05
1,3,1,1,2,1000,1.0689e+05
1,3,1,2,2,1000,1.0689e+05
1,3,1,3,2,1000,1.0691e+05
1,3,2,0,2,1000,1.069e+05
1,3,2,1,2,1000,1.069e+05
1,3,2,2,2,1000,1.069e+05
1,3,2,3,2,1000,1.0691e+05
1,3,3,0,2,1000,1.0691e+05
1,3,3,1,2,1000,1.0691e+05
1,3,3,2,2,1000,1.0691e+05
1,3,3,3,2,1000,1.0692e+05
2,0,0,0,2,1000,1.0674e+05
2,0,0,1,2,1000,1.0673e+05
2,0,0,2,2,1000,1.0659e+05
2,0,0,3,2,1000,1.0668e+05
2,0,1,0,2,1000,1.0684e+05
2,0,1,1,2,1000,1.0684e+05
2,0,1,2,2,1000,1.0684e+05
2,0,1,3,2,1000,1.069e+05
2,0,2,0,2,1000,1.0686e+05
2,0,2,1,2,1000,1.0686e+05
2,0,2,2,2,1000,1.0686e+05
2,0,2,3,2,1000,1.069e+05
2,0,3,0,2,1000,1.0689e+05
2,0,3,1,2,1000,1.0689e+05
2,0,3,2,2,1000,1.0689e+05
2,0,3,3,2,1000,1.0691e+05
2,1,0,0,2,1000,1.0674e+05
2,1,0,1,2,1000,1.0673e+05
2,1,0,2,2,1000,1.0659e+05
2,1,0,3,2,1000,1.0668e+05
2,1,1,0,2,1000,1.0684e+05
2,1,1,1,2,1000,1.0684e+05
2,1,1,2,2,1000,1.0684e+05
2,1,1,3,2,1000,1.069e+05
2,1,2,0,2,1000,1.0686e+05
2,1,2,1,2,1000,1.0686e+05
2,1,2,2,2,1000,1.0686e+05
2,1,2,3,2,1000,1.069e+05
2,1,3,0,2,1000,1.0689e+05
2,1,3,1,2,1000,1.0689e+05
2,1,3,2,2,1000,1.0689e+05
2,1,3,3,2,1000,1.0691e+05
2,2,0,0,2,1000,1.0675e+05
2,2,0,1,2,1000,1.0673e+05
2,2,0,2,2,1000,1.0659e+05
2,2,0,3,2,1000,1.0668e+05
2,2,1,0,2,1000,1.0684e+05
2,2,1,1,2,1000,1.0684e+05
2,2,1,2,2,1000,1.0684e+05
2,2,1,3,2,1000,1.069e+05
2,2,2,0,2,1000,1.0686e+05
2,2,2,1,2,1000,1.0686e+05
2,2,2,2,2,1000,1.0686e+05
2,2,2,3,2,1000,1.069e+05
2,2,3,0,2,1000,1.0689e+05
2,2,3,1,2,1000,1.0689e+05
2,2,3,2,2,1000,1.0689e+05
2,2,3,3,2,1000,1.0691e+05
2,3,0,0,2,1000,1.0682e+05
2,3,0,1,2,1000,1.0681e+05
2,3,0,2,2,1000,1.0667e+05
2,3,0,3,2,1000,1.0671e+05
2,3,1,0,2,1000,1.069e+05
2,3,1,1,2,1000,1.069e+05
2,3,1,2,2,1000,1.069e+05
2,3,1,3,2,1000,1.0691e+05
2,3,2,0,2,1000,1.069e+05
2,3,2,1,2,1000,1.069e+05
2,3,2,2,2,1000,1.069e+05
2,3,2,3,2,1000,1.0692e+05
2,3,3,0,2,1000,1.0691e+05
2,3,3,1,2,1000,1.0691e+05
2,3,3,2,2,1000,1.0691e+05
2,3,3,3,2,1000,1.0692e+05
3,0,0,0,2,1000,1.0679e+05
3,0,0,1,2,1000,1.0678e+05
3,0,0,2,2,1000,1.0664e+05
3,0,0,3,2,1000,1.0667e+05
3,0,1,0,2,1000,1.0688e+05
3,0,1,1,2,1000,1.0688e+05
3,0,1,2,2,1000,1.0688e+05
3,0,1,3,2,1000,1.0691e+05
3,0,2,0,2,1000,1.0689e+05
3,0,2,1,2,1000,1.0689e+05
3,0,2,2,2,1000,1.0689e+05
3,0,2,3,2,1000,1.0691e+05
3,0,3,0,2,1000,1.069e+05
3,0,3,1,2,1000,1.069e+05
3,0,3,2,2,1000,1.069e+05
3,0,3,3,2,1000,1.0691e+05
3,1,0,0,2,1000,1.0679e+05
3,1,0,1,2,1000,1.0678e+05
3,1,0,2,2,1000,1.0664e+05
3,1,0,3,2,1000,1.0667e+05
3,1,1,0,2,1000,1.0688e+05
3,1,1,1,2,1000,1.0688e+05
3,1,1,2,2,1000,1.0688e+05
3,1,1,3,2,1000,1.0691e+05
3,1,2,0,2,1000,1.0689e+05
3,1,2,1,2,1000,1.0689e+05
3,1,2,2,2,1000,1.0689e+05
3,1,2,3,2,1000,1.0691e+05
3,1,3,0,2,1000,1.069e+05
3,1,3,1,2,1000,1.069e+05
3,1,3,2,2,1000,1.069e+05
3,1,3,3,2,1000,1.0691e+05
3,2,0,0,2,1000,1.068e+05
3,2,0,1,2,1000,1.0679e+05
3,2,0,2,2,1000,1.0664e+05
3,2,0,3,2,1000,1.0668e+05
3,2,1,0,2,1000,1.0688e+05
3,2,1,1,2,1000,1.0688e+05
3,2,1,2,2,1000,1.0689e+05
3,2,1,3,2,1000,1.0691e+05
3,2,2,0,2,1000,1.0689e+05
3,2,2,1,2,1000,1.0689e+05
3,2,2,2,2,1000,1.0689e+05
3,2,2,3,2,1000,1.0691e+05
3,2,3,0,2,1000,1.069e+05
3,2,3,1,2,1000,1.069e+05
3,2,3,2,2,1000,1.069e+05
3,2,3,3,2,1000,1.0691e+05
3,3,0,0,2,1000,1.0683e+05
3,3,0,1,2,1000,1.0682e+05
3,3,0,2,2,1000,1.0668e+05
3,3,0,3,2,1000,1.067e+05
3,3,1,0,2,1000,1.0691e+05
3,3,1,1,2,1000,1.0691e+05
3,3,1,2,2,1000,1.0691e+05
3,3,1,3,2,1000,1.0692e+05
3,3,2,0,2,1000,1.0691e+05
3,3,2,1,2,1000,1.0691e+05
3,3,2,2,2,1000,1.0691e+05
3,3,2,3,2,1000,1.0692e+05
3,3,3,0,2,1000,1.0691e+05
3,3,3,1,2,1000,1.0691e+05
3,3,3,2,2,1000,1.0691e+05
3,3,3,3,2,1000,1.0692e+05
