0,0,0,0,2,1000,1.2385e+05
0,0,0,1,2,152,80630
0,0,0,2,2,25,83218
0,0,0,3,2,25,83858
0,0,1,0,3,1000,82300
0,0,1,1,3,1000,86259
0,0,1,2,3,1000,87387
0,0,1,3,3,1000,87789
0,0,2,0,3,1000,84281
0,0,2,1,3,1000,87387
0,0,2,2,3,1000,88194
0,0,2,3,3,1000,88547
0,0,3,0,3,1000,84830
0,0,3,1,3,1000,87789
0,0,3,2,3,1000,88547
0,0,3,3,3,1000,88782
0,1,0,0,2,1000,82417
0,1,0,1,2,1000,91040
0,1,0,2,2,1000,93344
0,1,0,3,2,1000,93912
0,1,1,0,2,1000,1.0667e+05
0,1,1,1,2,1000,1.0667e+05
0,1,1,2,2,1000,1.067e+05
0,1,1,3,2,1000,1.0679e+05
0,1,2,0,2,1000,1.0673e+05
0,1,2,1,2,1000,1.0673e+05
0,1,2,2,2,1000,1.0674e+05
0,1,2,3,2,1000,1.0681e+05
0,1,3,0,2,1000,1.0679e+05
0,1,3,1,2,1000,1.0679e+05
0,1,3,2,2,1000,1.0679e+05
0,1,3,3,2,1000,1.0683e+05
0,2,0,0,2,1000,86052
0,2,0,1,2,1000,93343
0,2,0,2,2,1000,95106
0,2,0,3,2,1000,95585
0,2,1,0,2,1000,1.0665e+05
0,2,1,1,2,1000,1.0665e+05
0,2,1,2,2,1000,1.0666e+05
0,2,1,3,2,1000,1.0675e+05
0,2,2,0,2,1000,1.0669e+05
0,2,2,1,2,1000,1.0669e+05
0,2,2,2,2,1000,1.0669e+05
0,2,2,3,2,1000,1.0677e+05
0,2,3,0,2,1000,1.0673e+05
0,2,3,1,2,1000,1.0673e+05
0,2,3,2,2,1000,1.0673e+05
0,2,3,3,2,1000,1.0677e+05
0,3,0,0,2,1000,86864
0,3,0,1,2,1000,93911
0,3,0,2,2,1000,95584
0,3,0,3,2,1000,95952
0,3,1,0,2,1000,1.0675e+05
0,3,1,1,2,1000,1.0675e+05
0,3,1,2,2,1000,1.0675e+05
0,3,1,3,2,1000,1.0679e+05
0,3,2,0,2,1000,1.0677e+05
0,3,2,1,2,1000,1.0677e+05
0,3,2,2,2,1000,1.0678e+05
0,3,2,3,2,1000,1.068e+05
0,3,3,0,2,1000,1.0678e+05
0,3,3,1,2,1000,1.0678e+05
0,3,3,2,2,1000,1.0679e+05
0,3,3,3,2,1000,1.0681e+05
1,0,0,0,2,1000,1.0667e+05
1,0,0,1,2,1000,1.0666e+05
1,0,0,2,2,1000,1.0655e+05
1,0,0,3,2,1000,1.0665e+05
1,0,1,0,2,1000,1.068e+05
1,0,1,1,2,1000,1.068e+05
1,0,1,2,2,1000,1.0682e+05
1,0,1,3,2,1000,1.0689e+05
1,0,2,0,2,1000,1.0684e+05
1,0,2,1,2,1000,1.0684e+05
1,0,2,2,2,1000,1.0684e+05
1,0,2,3,2,1000,1.069e+05
1,0,3,0,2,1000,1.0688e+05
1,0,3,1,2,1000,1.0688e+05
1,0,3,2,2,1000,1.0688e+05
1,0,3,3,2,1000,1.0691e+05
1,1,0,0,2,1000,1.0667e+05
1,1,0,1,2,1000,1.0666e+05
1,1,0,2,2,1000,1.0655e+05
1,1,0,3,2,1000,1.0665e+05
1,1,1,0,2,1000,1.068e+05
1,1,1,1,2,1000,1.068e+05
1,1,1,2,2,1000,1.0682e+05
1,1,1,3,2,1000,1.0689e+05
1,1,2,0,2,1000,1.0684e+05
1,1,2,1,2,1000,1.0684e+05
1,1,2,2,2,1000,1.0684e+05
1,1,2,3,2,1000,1.069e+05
1,1,3,0,2,1000,1.0688e+05
1,1,3,1,2,1000,1.0688e+05
1,1,3,2,2,1000,1.0688e+05
1,1,3,3,2,1000,1.0691e+05
1,2,0,0,2,1000,1.067e+05
1,2,0,1,2,1000,1.0669e+05
1,2,0,2,2,1000,1.0656e+05
1,2,0,3,2,1000,1.0666e+05
1,2,1,0,2,1000,1.0682e+05
1,2,1,1,2,1000,1.0682e+05
1,2,1,2,2,1000,1.0682e+05
1,2,1,3,2,1000,1.0689e+05
1,2,2,0,2,1000,1.0684e+05
1,2,2,1,2,1000,1.0684e+05
1,2,2,2,2,1000,1.0684e+05
1,2,2,3,2,1000,1.069e+05
1,2,3,0,2,1000,1.0688e+05
1,2,3,1,2,1000,1.0688e+05
1,2,3,2,2,1000,1.0689e+05
1,2,3,3,2,1000,1.0691e+05
1,3,0,0,2,1000,1.0679e+05
